sku,brand,name,size,net_weight,weight_unit,net_volume,volume_unit,gross_weight,gross_weight_unit,parent_category,child_category,description,ingredients,allergen_advice,storage_instructions,energy_kj,enery_kcal,protein,carbohydrates,of_which_sugars,fat,of_which_saturates,fibre,sodium,vitamin_A,VATable,country_of_origin,address,EAN
370296,E & B Brand,Salted Turnip,,,,200,g,206,g,Tinned and Preserved,"Vegetables, Fruit","Boil, serve with meat fish or soy","Turnips 62%, water 33%, salt 5%",,Keep in a cool dry place.,,,,,,,,,,,3,China,"W.Wing Yip PLC, 375 Nechells Park Road, Birmingham B7 5NT",4891626001405
360495,E & B Brand,Dried Small Red Beans,,,,200,g,204,g,Tinned and Preserved,Beans,,100% small red beans,,Keep in a cool dry place.,,,,,,,,,,,3,China,"W.Wing Yip PLC, 375 Nechells Park Road, Birmingham B7 5NT",4891626002303
285114,Jin Shin Foods,Dried Black Beans,,,,300,g,305,g,Tinned and Preserved,Beans,Add to soups or meat dishes cook for approx. 1 hour,Dried Black Beans,,Keep in a cool dry place.,,,,,,,,,,,3,China,"Day In Import & Export Co Ltd, 1 Po On Building, Wrottesley Street, Birmingham B5 4RD",4892419647152
391425,Zheng Feng Brand,Red Beans,,,,400,g,405,g,Tinned and Preserved,Beans,,Red Bean,,Store in a cool dry place.,1293,369,20.2g,"63,4g",0g,0.6g,0g,,0g,,3,China,"Interlink Direct Ltd, 402 Roding Lane South, Woodford Green, Essex IG8 8EY",6923692952232
015735,Wong Lo Kat,Herbal Tea Extract,,,,112.8,g,141,g,"Beer, Wine and Beverages",Teas,Herbal Tea Extract,"Tea Leaves 65%,Ilex Rotunda Thumb, Rose Lavegigata Michx, Lophatherum Graclle Brongn, Helicteres Augustifolia L. Ilex Asprella Champ, Peristrophe Roxburghiana Bremek, Momordica Charantia l, Prunella Asiatica Nakai",,Store in a cool dry place.,,,,,,,,,,,3,China,"W.Wing Yip PLC, 375 Nechells Park Road, Birmingham B7 5NT",4897012250204
322230,Mountains,Dried Liquorice Flake,,,,100,g,109,g,Tinned and Preserved,"Vegetables, Fruit",Can be used in the cooking of soup.,100% Liquorice,,Avoid contact with strong sun and humid palces.  Best kept in refrigerator in waterproof box.,,,,,,,,,,,3,China,"W.Wing Yip PLC, 375 Nechells Park Road, Birmingham B7 5NT",6931653100806
354159,Dci & E Ltd,Mung Beans,,,,454,g,451,g,Tinned and Preserved,Beans,,,,Store in a cool dry place wash before use.,,,,,,,,,,,,,"DCI & E Food Ltd, Unit 8 Orbital Business Park, Argon Road, London N18 3BW",9555291901730
344739,Dci & E Ltd,Premium Soybean,,,,1000,g,1009,g,Tinned and Preserved,Beans,,,,Store in a cool dry place wash before use.,,,,,,,,,,,3,Canada,"DCI & E Food Ltd, Unit 8 Orbital Business Park, Argon Road, London N18 3BW",9555291901679
276659,YBT,Hot Pot Soup Mix,,,,120,g,126,g,"Soup, snacks nuts",Soup Mixes,,"radix astragali 26.5%, Rasix Codonopsis 26.5%, Fructus Lycii Chinesis 16.5%, Radix Andelicae Sinensis 16.5%, Arillus Longanae 14%",May contain sulphites,Store in a cool dru place.,,,,,,,,,,,3,China,"W.Wing Yip PLC, 375 Nechells Park Road, Birmingham B7 5NT",4891626004871
221630,Hai Soon Leong,Aga Agar,,,,40,g,46,g,Tinned and Preserved,"Seaweed, Mushrooms, Fungus",A vegatarian alternative to gelatine.,Seaweed,,Store in a cool dry place.,,,,,,,,,,,3,Malaysia,"W.Wing Yip PLC, 375 Nechells Park Road, Birmingham B7 5NT",9556663166054
381350,Pinoy's Choice,Chicharon Pork Crunch,,,,80,g,91,g,"Soup, snacks nuts","snacks, savoury",Ready to eat ,"Pork Rind, Sugar (white), dextrose, potato startch, salt, spices, tomato powder, red bell peppers, garlic powder, yeast extract, onion powder, parsley, natural colour (E160c, E100) spice extracts.",,,1980,472,70.9g,0.1g,,20.9g,3.9g,,,,3,UK,,5060127812035
378745,Pinoy's Choice,Chicharon Pork Crunch,,,,100,g,107,g,"Soup, snacks nuts","snacks, savoury",Ready to eat ,"Pork Rind, Sugar (white), dextrose, potato startch, salt, spices, tomato powder, red bell peppers, garlic powder, yeast extract, onion powder, parsley, natural colour (E160c, E100) spice extracts.",,,1980,472,70.9g,0.1g,,20.9g,3.9g,,,,3,UK,,5060127812035
358002,Kain-Na,Pork Crunch,,,,110,g,110,g,"Soup, snacks nuts","snacks, savoury",Ready to eat as a snack or Add to noodles or Hot Pot,"Seasoned Pork Rind 98%, salt, Hydrolysed Vegetable Protein, Flavour Enhancer, E621, Onion Powder, Autolysed Yeast Powder, Citric Acid, Sunf;pwer oil, spice.","Contains wheat, glute, Soya",Store in a cool dry place.,,,,,,,,,,,3,,"Asco Foods Ltd, Amersham Commercial Park, Raans Road, Amersham HP6 6JY",5060059000746
160929,Drywite,Bicarbonate of Soda B.P. Quality,,,,3000,g,3202,g,"Ingredients, Seasonings",Seasonings,Bicarbonate of Soda,,,,,,,,,,,,,,3,UK,"Drywite Ltd, The House of Lee, Park Lane, Halesowen, West Midlands",5020268000012
002147,Crescent,Baking Powder,,,,2721,g,3060,g,"Noodles, Rice & Flour",Flour & Flour Products,Double Acting Baking Powder,"Corn Starch, Bi-Carbonate of Soda, Sodium Aluminium Sulphate, Mono-Calcium Phosphate",,,,,,,,,,,,,3,Malaysia,"Kerry Ingredients (M) SDN. BHD. 5496 Lorong Mak Mandin 5, Kawasan Perindustrian Mak Mandin, 13400 Butterworth, Penang, Malaysia",01730081718
320739,Saxa,Coarse Sea Salt,,,,350,g,398,g,Ingredients and Seasonings,Seasonings,,,,Store in a cool dry place.,,,,,,,,,,,3,,"Premier Foods Group Ltd, Bridge Road, Long Sutton, Spalding, Lincs PE12 9EQ",5019989103089
320747,Saxa,Fine Sea salt,,,,351,g,399,g,Ingredients and Seasonings,Seasonings,,,,Store in a cool dry place.,,,,,,,,,,,3,,"Premier Foods Group Ltd, Bridge Road, Long Sutton, Spalding, Lincs PE12 9EQ",5019989103096
379867,Saxa,Fine Flowing Table Salt,,,,750,g,825,g,Ingredients and Seasonings,Seasonings,,"Salt, Anti-caking Agent",,Store in a cool dry place.,,,,,,,,,,,3,,"Premier Foods Group Ltd, Bridge Road, Long Sutton, Spalding, Lincs PE12 9EQ",5010024111076
343095,Dci & E Ltd,Hoelen Spirit,,,,150,g,153,g,Tinned and Preserved,"Vegetables, Fruit",Wash before Use.,,,Store in a cool dry place.,,,,,,,,,,,3,China,"DCI & E Food Ltd, Unit 8 Orbital Business Park, Argon Road, London N18 3BW",9555291901556
354167,Dci & E Ltd,Red Beans,,,,454,g,462,g,Tinned and Preserved,Beans,Wash before use.,,,Store in a cool dry place.,,,,,,,,,,,3,China,"DCI & E Food Ltd, Unit 8 Orbital Business Park, Argon Road, London N18 3BW",9555291901778
116566,James Brown & Co,Custard Powder,,,,3000,g,3041,g,"Noodles, Rice & Flour",Flour & Flour Products,Smooth and creamy dessert topping,"Maize starch (non GMO), Nature identical flavouring, Annatto E160b.  This product does not contain Tartrazine",Suitable for vegetarians.  No gluten containing ingredeints,Store in cool dry conditions.,1496,352,0.3g,87g,0g,0.5g,0g,,0g,,3,UK,"James Brown & Company, The Mayfield Centre, Mayfield Street, Rochdale 0L16 2UZ",5033897100176
008714,Green Dragon,Self Raising Flour,,,,1500,g,1508,g,"Noodles, Rice & Flour",Flour & Flour Products,Green Dragon is the brand leader in the Chinese catering sector.,Wheat Flour.  Contains Gluten,Contains Gluten,Store in cool dry conditions.,1148,350,10.7g,72.3g,1.7g,1.3g,0.9g,,0.6g,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821145620
003475,Green Dragon,Plain Flour,,,,1500,g,1504,g,"Noodles, Rice & Flour",Flour & Flour Products,Green Dragon is the brand leader in the Chinese catering sector.,,Contains Gluten,Store in cool dry conditions.,1493,352,10.5g,71.2g,1.8g,2.2g,1.4g,,<0.01g,,3,Packed in the UK,"Westmill Foods 26 Crown Road, Enfield, Middlesex EN1 1DZ",5015821145606
319384,Green Orchid,Self Raising Flour,,,,1500,g,1500,g,"Noodles, Rice & Flour",Flour & Flour Products,,"Wheat Flour, Raising Agent Calcium Phosphate E341 & Sodium Hydrogen Carbonate E500",Contains wheat gluten.  Not suitable for Coeliacs,Store in a cool dry place.  Seal packet after use.,,,,,,,,,,,3,Packed in the UK,"S.O.P. International Ltd, Orland House, Mead Lane, Hertford, SG13 7AX",5019124411000
290452,Birds,Custard Powder,,,,3000,g,3080,g,"Noodles, Rice & Flour",Flour & Flour Products,"Custard Powder, just add milk and sugar","Cornflour, salt, Colour (Annatto), flavouring",,Store in a cool dry place.  Keep bag tightly sealed after opening.,1442,339,0.4g,84.2g,0g,Trace,0g,Trace,0.4g,,3,Packed in the UK,"Premier Ambient Products UK Ltd, Bridge Road, Long Sutton, Spalding, Lincs PE12 9EQ",5000354700651
005983,Wing Yip,Cornflour,,,,3000,g,3006,g,"Noodles, Rice & Flour",Flour & Flour Products,,,,Store under cool dry conditions,,,,,,,,,,,3,Packed in the UK,"W.Wing Yip PLC, 375 Nechells Park Road, Birmingham B7 5NT",5027659011572
074930,CP,"8"" Soup Bowl","8""",,,,,0.504,kg,Kitchen & Non-Food,Tableware,"8.0"" (20.1cm) width/diameter, 2.45"" (6.0cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117915
074963,CP,"8.25"" Soup Bowl","8.25""",,,,,0.77,kg,Kitchen & Non-Food,Tableware,"8.25"" (21.5cm) width/diameter, 3.0"" (7.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117977
074948,CP,"9"" Soup Bowl","9""",,,,,0.705,kg,Kitchen & Non-Food,Tableware,"9.0"" (23.0cm) width/diameter, 2.65"" (6.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117939
074971,CP,"9.25"" Soup Bowl","9.25""",,,,,1.209,kg,Kitchen & Non-Food,Tableware,"9.25"" (23.4cm) width/diameter, 3.4"" (8.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117991
084087,CP,"16"" Round Plate","16""",,,,,2.575,kg,Kitchen & Non-Food,Tableware,"16.0"" (40.7cm) width/diameter, 1.15"" (3.0cm) height",,,,,,,,,,,,,,1,Made in China,,5027659133755
084061,CP,"14"" Round Plate","14""",,,,,1.889,kg,Kitchen & Non-Food,Tableware,"14.0"" (35.9cm) width/diameter, 1.1"" (2.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659133717
084103,CP,"12"" Round Plate","12""",,,,,1.183,kg,Kitchen & Non-Food,Tableware,"12.0"" (30.5cm) width/diameter, 1.1"" (2.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659133793
074856,CP,"10.25"" Round Plate","10.25""",,,,,0.678,kg,Kitchen & Non-Food,Tableware,"10.25""(25.7cm) width/diameter, 0.6"" (1.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117755
074849,CP,"9.25"" Round Plate","9.25""",,,,,0.534,kg,Kitchen & Non-Food,Tableware,"9.25"" (23.5cm) width/diameter, 0.75"" (1.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117731
074823,CP,"7.25"" Round Plate","7.25""",,,,,0.292,kg,Kitchen & Non-Food,Tableware,"7.25"" (18.4cm) width/diameter, 0.55"" (1.2cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117694
074815,CP,"6.25"" Round Plate","6.25""",,,,,0.223,kg,Kitchen & Non-Food,Tableware,"6.25"" (16.1cm) width/diameter, 0.45"" (1.0cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117670
084095,CP,"16"" Oval Platter","16""",,,,,1.474,kg,Kitchen & Non-Food,Tableware,"16.0"" (39.9cm) length, 11.3"" (28.6cm) width, 0.95"" (2.1cm) height",,,,,,,,,,,,,,1,Made in China,,5027659133779
074906,CP,"14"" Oval Platter","14""",,,,,1.202,kg,Kitchen & Non-Food,Tableware,"14.0"" (35.2cm) length, 9.9"" (25.2cm) width, 1.0"" (2.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117854
074898,CP,"12"" Oval Platter","12""",,,,,0.731,kg,Kitchen & Non-Food,Tableware,"12.0"" (30.4cm) length, 8.6"" (21.9cm) width, 0.75"" (1.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117830
074989,CP,"10"" Casserole","10""",,,,,1.765,kg,Kitchen & Non-Food,Tableware,"Pot: 10.0"" (25.0cm) width/diameter, 2.85"" (7.4cm) height. Lid: 8.65"" (22.0cm) width, 1.35"" (3.2cm) height. Casserole Pot: 4.25"" (10.6cm) height",,,,,,,,,,,,,,1,Made in China,,5027659118011
074765,CP,Teapot,,,,,,0.607,kg,Kitchen & Non-Food,Tableware,"Pot: 8.6"" (22.0cm) length, 5.5"" (13.3cm) width, 3.45"" (8.7cm) height. Lid: 3.1"" (7.9cm) width/diameter, 0.55"" (1.6cm) height. Teapot: 3.45"" (8.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117571
084137,CP,"4.25"" Spare Rib Bowl","4.25""",,,,,0.345,kg,Kitchen & Non-Food,Tableware,"4.2"" (10.7cm) width/diameter, 2.8"" (7.0cm) height",,,,,,,,,,,,,,1,Made in China,,5027659133854
095315,CP,"4.5"" Rice Bowl Thick","4.5""",,,,,0.257,kg,Kitchen & Non-Food,Tableware,"4.5"" (11.3cm) width/diameter, 2.05"" (4.95cm) height",,,,,,,,,,,,,,1,Made in China,,5027659154934
074740,CP,"4.5"" Rice Bowl","4.5""",,,,,0.187,kg,Kitchen & Non-Food,Tableware,"4.5"" (11.3cm) width/diameter, 1.9"" (4.6cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117533
074807,CP,"3.75"" Soup Bowl","3.75""",,,,,0.132,kg,Kitchen & Non-Food,Tableware,"3.75"" (9.25cm) width/diameter, 1.75"" (4.2cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117656
074799,CP,"3.75"" Saucer","3.75""",,,,,0.088,kg,Kitchen & Non-Food,Tableware,"3.75"" (9.25cm) width/diameter, 0.55"" (1.2cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117632
074781,CP,"3"" Saucer","3""",,,,,0.071,kg,Kitchen & Non-Food,Tableware,"3.0"" (7.65cm) width/diameter, 0.65"" (1.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117618
075002,CP,Coffee Saucer,,,,,,0.185,kg,Kitchen & Non-Food,Tableware,"5.8"" (15.8cm) width/diameter, 0.55"" (1.4cm) height",,,,,,,,,,,,,,1,Made in China,,5027659118059
074997,CP,Coffee Cup,,,,,,0.198,kg,Kitchen & Non-Food,Tableware,"4.2"" (10.6cm) length, 3.45"" (8.5cm) width, 2.05"" (5.1cm) height",,,,,,,,,,,,,,1,Made in China,,5027659118035
074773,CP,Tea Cup,,,,,,0.159,kg,Kitchen & Non-Food,Tableware,"3.05"" (7.8cm) width/diameter, 2.1"" (5.3cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117595
074757,CP,"5.25"" Spoon","5.25""",,,,,0.051,kg,Kitchen & Non-Food,Tableware,"Spoon: 1.75"" (4.5cm) width, 2.4"" (6.2cm) length. Handle: 0.6"" (1.6cm) width, 2.6"" (7.0cm) length. Entire Spoon: 4.9"" (12.5cm) length, 0.3"" (0.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659117557
075028,CP,Chopstick Rest - White,,,,,,0.024,kg,Kitchen & Non-Food,Tableware,"0.55"" (1.5cm) width, 2.45"" (5.85cm) length, 0.3"" (0.6cm) height",,,,,,,,,,,,,,1,Made in China,,5027659118097
084129,CP,Square Saucer,,,,,,0.095,kg,Kitchen & Non-Food,Tableware,"3.0"" (7.7cm) width/length, 0.6"" (1.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659133830
084111,CP,Table Vase,,,,,,0.097,kg,Kitchen & Non-Food,Tableware,"2.4"" (6.5cm) width, 4.45"" (11.2cm) height",,,,,,,,,,,,,,1,Made in China,,5027659133816
075051,CP,Pepper Shaker,,,,,,0.048,kg,Kitchen & Non-Food,Tableware,"1.95"" (4.9cm) width, 1.1"" (2.8cm) length, 2.55"" (6.3cm) height",,,,,,,,,,,,,,1,Made in China,,5027659118158
075044,CP,Salt Shaker,,,,,,0.061,kg,Kitchen & Non-Food,Tableware,"1.95"" (4.9cm) width, 1.1"" (2.8cm) length, 2.55"" (6.3cm) height",,,,,,,,,,,,,,1,Made in China,,5027659118134
035832,S/Flw Lin Far ,"8"" Oval Plate","8""",,,,,0.305,kg,Kitchen & Non-Food,Tableware,"8.0"" (20.cm) length, 5.8"" (14.9cm) width, 0.7"" (1.7cm) height",,,,,,,,,,,,,,1,Made in China,,5027659059895
035949,S/Flw Lin Far ,"9"" Round Plate","9""",,,,,0.483,kg,Kitchen & Non-Food,Tableware,"9.0"" (23.0cm) width/diameter, 0.55"" (1.3cm) height",,,,,,,,,,,,,,1,Made in China,,5027659060112
035840,S/Flw Lin Far ,"12"" Oval Plate","12""",,,,,0.723,kg,Kitchen & Non-Food,Tableware,"12.0"" (30.0cm) length, 8.55"" (21.7cm) width, 1.0"" (2.4cm) height",,,,,,,,,,,,,,1,Made in China,,5027659059918
088112,BYU,Pot w/Cover ,Large,,,,,2.062,kg,Kitchen & Non-Food,Tableware,"Pot: 11.35"" (28.7cm) length, 9.7"" (24.5cm) width, 2.3"" (5.6cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141279
088104,BYU,"11"" Plate - Octagon","11""",,,,,0.877,kg,Kitchen & Non-Food,Tableware,"11.0"" (27.7cm) length, 8.0"" (20.3cm) width, 0.55"" (1.3cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141255
088096,BYU,"9"" Plate - Octagon","9""",,,,,0.486,kg,Kitchen & Non-Food,Tableware,"9.0"" (22.6cm) length, 6.4"" (16.3cm), 0.6"" (1.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141231
088088,BYU,"7"" Plate - Octagon","7""",,,,,0.272,kg,Kitchen & Non-Food,Tableware,"7.0"" (18.0cm) length, 5.15"" (13.1cm) width, 0.45"" (1.1cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141217
087999,BYU,"10"" Tureen","10""",,,,,2,kg,Kitchen & Non-Food,Tableware,"Plate: 7.05"" (18cm) width, 9.4"" (23.85cm) length, 0.95"" (2.3cm) height. Pot: 10"" (25.5cm) length, 6.4"" (16.3cm) width, 3.5"" (8.7cm) height. Lid: 7.8"" (19.8cm) length, 5.9"" (15.2cm) width, 2.05"" (5.2cm) height. Tureen: 5.8"" (14.9cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141033
087981,BYU,"8"" Tureen","8""",,,,,1.39,kg,Kitchen & Non-Food,Tableware,"Plate: 7.8"" (19.9cm) length, 6.1"" (15.5cm) width, 0.6"" (1.9cm) height. Pot: 8.0"" (23.2cm) length, 5.75"" (15.0cm) width, 2.6"" (6.5cm) height. Lid: 10.15""(17.8cm) length, 5.1"" (13.0cm) width, 1.8"" (3.8cm). Tureen: 4.8"" (12.0cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141019
035915,S/Flw Lin Far ,Leaf Shape 3pc,,,,,,0.686,kg,Kitchen & Non-Food,Tableware,"Large Leaf: 7.55"" (19.0cm) length, 5.75"" (14.8cm) width, 0.7"" (1.6cm) height. Middle Leaf: 7.6"" (19.3cm) length, 5.8"" (14.8cm) width, 0.75"" (1.7cm height). Little Leaf: 6.7"" (17.0cm) length, 4.75"" (12.2cm) width, 0.55"" (1.3cm) height. 3pc Leaf: 1.4"" (3.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659060075
324764,Typhoon,Square Dish - White,3.5x3cm,,,,,0.051,kg,Kitchen & Non-Food,Tableware,"1.5"" (3.5cm) length/width, 0.95"" (2.3cm) height",,,,,,,,,,,,,,1,,,5027659612991
296855,Yuzu Tenmoku,Sake Cup,,,,,,0.073,kg,Kitchen & Non-Food,Tableware,"1.75"" (4.5cm) width/diameter, 1.7"" (4.0cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659557179
313817,Typhoon,Square Sauce Dish - Choku Black,,,,,,0.113,kg,Kitchen & Non-Food,Tableware,"2.95"" (7.5cm) width/length, 1.0"" (2.5cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659591098
171504,Tayo,Bowl - 13cm Black Kesso,,,,,,0.352,kg,Kitchen & Non-Food,Tableware,"5.0"" (12.9cm) width/diameter, 2.8"" (7.0cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659306913
229161,Kamaage,Bowl - Satonoak,,,,,,0.724,kg,Kitchen & Non-Food,Tableware,"6.65"" (16.8cm) width/diameter, 3.3"" (8.2cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659422118
229203,Typhoon,Noodle Bowl - Wasabi,,,,,,0.754,kg,Kitchen & Non-Food,Tableware,"8.35"" (21.2cm) width/diameter, 3.2"" (7.9cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659422194
087965,BYU,"4"" Tureen","4""",,,,,0.203,kg,Kitchen & Non-Food,Tableware,"Pot: 4.6"" (11.8cm) length, 3.05"" (7.8cm) width, 1.4"" (3.4cm) height. Lid: 3.44"" (8.8cm) length, 2.7"" (7.0cm) width, 1.1"" (2.5cm) height, Tureen: 2.6"" (6.5cm) height",,,,,,,,,,,,,,1,Made in China,,5027659140975
335893,Hancock,Earthern Pot 14cm,14cm,,,,,0.357,kg,Kitchen & Non-Food,Tableware,"Pot: 5.95"" (15.1cm) length, 5.2"" (13.2cm) width, 1.35"" (3.3cm) height. Lid: 4.45"" (11.3cm) width/diameter, 1.5"" (3.0cm) height. Entire pot: 2.5"" (6.3cm) height",,,,,,,,,,,,,,1,Made in China,,5060035807512
088039,BYU ,"6"" Bowl - Octagon","6""",,,,,0.24,kg,Kitchen & Non-Food,Tableware,"5.55"" (14.3cm) width/length, 1.5"" (3.8cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141118
319301,Typhoon,Plate - Yuzu Black 25.5cm,25.5cm,,,,,0.803,kg,Kitchen & Non-Food,Tableware,"9.95"" (25.2cm) width/diameter, 1.2"" (3.0cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659602077
319327,Typhoon,Plate - Tetsu Kesseo Black,,,,,,0.348,kg,Kitchen & Non-Food,Tableware,"7.85"" (19.9cm) width/diameter, 1.0"" (2.5cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659602114
112847,OBL ,Plate - 17cm Black,17cm,,,,,0.255,kg,Kitchen & Non-Food,Tableware,"6.6"" (16.0cm) length, 4.3"" (11.0cm) width, 0.8"" (1.9cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659189615
236836,Typhoon,Lacq Sushi Stand 3 Hole,,,,,,0.078,kg,Kitchen & Non-Food,Tableware,"6.0"" (15cm) width, 3.0"" (7.5cm) height. Hole: 1.2"" (3.0cm) width/diameter",,,,,,,,,,,,,,1,Made in Japan,,5027659437433
205740,Typhoon,Oblong Plate ,,,,,,0.395,kg,Kitchen & Non-Food,Tableware,"4.9"" (12.4cm) width, 8.5"" (21.7cm) length, 0.5"" (1.2cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659375391
218800,Typhoon,Round Dish,,,,,,0.555,kg,Kitchen & Non-Food,Tableware,"8.9"" (22.7cm) width/diameter, 1.05 (2.6cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659401519
088070,BYU,Sugar Container,,,,,,0.194,kg,Kitchen & Non-Food,Tableware,"Pot: 2.55"" (6.5cm) width/diameter, 2.45"" (5.6cm) height. Lid: 2.2"" (5.4cm) width/diameter, 1.45"" (3.5cm) height. Sugar Container: 3.45"" (8.3cm) height",,,,,,,,,,,,,,1,Made in China,,5027659141194
329052,Typhoon,Oval Dish - Wht 35x10x3cm,,,,,,0.635,kg,Kitchen & Non-Food,Tableware,"13.55"" (35cm) length, 4.25"" (10.0cm) width, 1.4"" (3.0cm) height",,,,,,,,,,,,,,1,,,5027659621573
334672,OBL ,Plate - 28x12.5cm,,,,,,0.41,kg,Kitchen & Non-Food,Tableware,"11.1"" (29.0cm) length, 4.9"" (12.5cm) width, 0.25"" (0.7cm) height",,,,,,,,,,,,,,1,,,5027659632814
324756,OBL ,Plate - Wht 23.5cmx15cm,,,,,,0.57,kg,Kitchen & Non-Food,Tableware,"9.25"" (23.5cm) length, 5.9"" (15.0cm) width, 1.0"" (2.4cm) height",,,,,,,,,,,,,,1,,,5027659612977
329037,OBL ,Plate - Wht 20.5cmx13cm,,,,,,0.371,kg,Kitchen & Non-Food,Tableware,"8.05"" (20.5cm) length, 5.1"" (12.9cm) width, 0.95"" (2.2cm) height",,,,,,,,,,,,,,1,,,5027659621535
218834,Typhoon,Round Plate,,,,,,0.655,kg,Kitchen & Non-Food,Tableware,"9.2"" (23.4cm) width/diameter, 1.05 (2.5cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659401571
204891,Typhoon,Sori Plate - Namako Blue,,,,,,0.533,kg,Kitchen & Non-Food,Tableware,"8.9"" (22.7cm) width/diameter, 1.05 (2.6cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659373694
263863,Typhoon,Square Plate - 23cm Blue Plum,,,,,,0.75,kg,Kitchen & Non-Food,Tableware,"9.05"" (22.9cm) width/length, 0.95"" (2.2cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659491329
263889,OBL ,Plate - 19cm Bl Plum,,,,,,0.354,kg,Kitchen & Non-Food,Tableware,"7.3"" (18.6cm) length, 4.7"" (12.2cm) width, 0.4"" (1.1cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659491367
263897,OBL ,Sauce Dish Bl Plum,,,,,,0.127,kg,Kitchen & Non-Food,Tableware,"3.5"" (8.9cm) length, 2.55"" (6.5cm) width, 0.8"" (2.0cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659491381
322537,Typhoon,Rd Dish - Asst 10x3cm,,,,,,0.104,kg,Kitchen & Non-Food,Tableware,"3.95"" (10.0cm) width/diameter, 1.0"" (2.5cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659608536
342824,Typhoon,Lacq Bowl + Lid - Wire Blk,,,,,,0.065,kg,Kitchen & Non-Food,Tableware,"Pot: 3.9"" (9.9cm) width/diameter, 2.5"" (6.0cm) height, Lid: 3.5"" (8.8cm) width/diameter, 1.55"" (3.2cm) height. Pot and Lid: 3.5"" (9.0cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659649119
322545,Typhoon,Round Dish - Blue 8x3cm,,,,,,0.101,kg,Kitchen & Non-Food,Tableware,"3.2"" (8.0cm) width/diameter, 1.0"" (2.3cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659608499
274944,Typhoon,Square Plate Black - Ginsai,,,,,,0.12,kg,Kitchen & Non-Food,Tableware,"2.8"" (7.2cm) width/length, 1.0"" (2.4cm) height",,,,,,,,,,,,,,1,Made in Japan,,5027659513359
262832,Typhoon,Square Bowl - 16.5x4.5cm,,,,,,0.309,kg,Kitchen & Non-Food,Tableware,"6.6"" (16.5cm) width/length, 1.55"" (3.9cm) height",,,,,,,,,,,,,,1,,,5027659489265
316901,Typhoon,Square Bowl - 14x5cm,,,,,,0.291,kg,Kitchen & Non-Food,Tableware,"5.5"" (14.5cm) width/length, 1.8"" (4.4cm) height",,,,,,,,,,,,,,1,,,5027659597274
316877,Typhoon,Square Bowl - 10x4.5cm,,,,,,0.164,kg,Kitchen & Non-Food,Tableware,"4.05 (10.35cm) width/length, 1.6"" (3.9cm) height",,,,,,,,,,,,,,1,,,5027659597212
