sku,name,description,short_description
313072,Mai Siam Sweet Chilli Sauce 2L,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand.  Since the introduction of the chilli to Thailand in the late 16th century, Chilli sauce has been used extensively in Thai cuisine to impart sweet, hot yet gentle flavour. Mai Sian Sweet Chilli sauce can be used as a DIPPING sauce with prawn crackers and spring rolls. The sauce can also be used as a GLAZE by pouring over meat and returning it to a hot oven to caramelise. Mai Sian Sweet Chilli Sauce can also be DRIZZLED over noodles and fried rice to add extra flavour.",
313056,Mai Siam Thai Coconut Milk 3L,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand.  Coconut Milk is now part of everyday life in Thai cooking.  It was brought to Thailand during the 13th century through international trade.  Today the coconut tree can mostly be found growing on the south coasts of Thailand.  The milk is made by pressing the flesh of the coconut to produce a liquid that is essential to many authentic curries and desserts.  It is the perfect all-rounder and is integral to Thai cuisine.  Mai Siam Coconut Milk can be added to curries as required to add a creamy, sweet and nutty flavour.  It can also be used in puddings to add sweetness and a unique flavour",
312355,Mai Siam Thai Coconut Milk 400ml,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand.  Coconut Milk is now part of everyday life in Thai cooking.  It was brought to Thailand during the 13th century through international trade.  Today the coconut tree can mostly be found growing on the south coasts of Thailand.  The milk is made by pressing the flesh of the coconut to produce a liquid that is essential to many authentic curries and desserts.  It is the perfect all-rounder and is integral to Thai cuisine.  Mai Siam Coconut Milk can be added to curries as required to add a creamy, sweet and nutty flavour.  It can also be used in puddings to add sweetness and a unique flavour",
312413,Mai Siam Thai Fish Sauce 200ml,"The ' Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand.  Mai Siam Thai Fish Sauce originates from the coastal areas of Thailand where it was commonly made in the home for use in nearly every savoury Thai dish.  Mai Siam Fish sauce is pungent fish based seasoning.  Add a few drops of Mai Siam Fish Sauce to your cooking and it will really enhance the dish's flavour.  Mai Siam Thai Fish Sauce is used best as a dipping sauce, by mixing with lime juice and chillies.  This sauce can also be used in a marinade for meat, or treated like a condiment in place of Light Soy Sauce when seasoning your cooking.
",
318469,Mai Siam Thai Fish Sauce 2L,"The ' Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand.  Mai Siam Thai Fish Sauce originates from the coastal areas of Thailand where it was commonly made in the home for use in nearly every savoury Thai dish.  Mai Siam Fish sauce is pungent fish based seasoning.  Add a few drops of Mai Siam Fish Sauce to your cooking and it will really enhance the dish's flavour.  Mai Siam Thai Fish Sauce is used best as a dipping sauce, by mixing with lime juice and chillies.  This sauce can also be used in a marinade for meat, or treated like a condiment in place of Light Soy Sauce when seasoning your cooking.
",
313130,Mai Siam Thai Green Curry Paste (medium) 1kg,The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Thai Green curry originates from the Central region of Thailand; it evolved after the introduction of chillies to the central region of Thailand during the late 16th century. thai Green curry is internationally recognised and is the most popular Thai dish outside of Thailand to date. This authentic past is delightfully aromatic with spices that are authentically thai.,
312371,Mai Siam Thai Green Curry Paste (medium) 220g,The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Thai Green curry originates from the Central region of Thailand; it evolved after the introduction of chillies to the central region of Thailand during the late 16th century. thai Green curry is internationally recognised and is the most popular Thai dish outside of Thailand to date. This authentic past is delightfully aromatic with spices that are authentically thai.,
312397,Mai Siam Thai Massaman Curry Paste (medium) 220g,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Massaman Curry Paste is a mild curry originating from Southern Thailand. The flavours are sweet, creamy and slightly tangy. It has a unique blend of lemongrass, chilli and galangal. Mai Siam Massaman Curry is an ideal way to start your experience of the flavours of Thai cooking. It is quick and easy to use with poultry and beef accompanied with steamed Thai Jasmine rice.",
315549,Mai Siam Thai Palm Sugar 240g,"The 'Mai Siam' or 'Siamese Silk' range of sauces, pastes and cooking ingredients comes to you directly from Thailand. Palm Sugar is the traditional way to sweeten Thai cuisine. Mai Siam Palm Sugar is made from the sweet sap of the coconut palm. It has a distinct caramel like flavour and when added to savoury dishes it helps to counteract the heat from chillies and imparts an authentic Thai flavour. It is also an essential ingredient in most Thai desserts and is especially delicious when combined with coconut cream or milk.",
313122,Mai Siam Thai Red Curry Paste (medium) 1kg,The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Thai Red Curry has evolved after the introduction of Chillies to the Central region of Thailand in the late 16th Century. It is one of Thailand's most popular dishes and is milder than Thai Green curry. This paste is delightfully aromatic and is flavoured with spices including pungent kaffir lime.,
312389,Mai Siam Thai Red Curry Paste (medium) 220g,The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Thai Red Curry has evolved after the introduction of Chillies to the Central region of Thailand in the late 16th Century. It is one of Thailand's most popular dishes and is milder than Thai Green curry. This paste is delightfully aromatic and is flavoured with spices including pungent kaffir lime.,
314229,Mai Siam Thai Rice Noodle 5mm 2kg,,
312744,Mai Siam Thai Rice Noodles 250g,"Originally brought to Thailand from China, noodles along with rice remain the mainstays of an everyday Thai meal. Our Thai Noodles allow you to recreate the authentic taste of yesteryear.",
312439,Mai Siam Thai Sriracha Chilli Sauce 200ml,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. The chilli has become an integral part of Thai cooking since it was brought to Thailand in the late 16th century. Thai Sriracha Chilli Sauce, also known as 'prik sriracha' should not be confused with Sweet Chilli Sauce; although both intensify the heat of any dish. Mai Siam Sriracha Chilli Sauce is best used as a DIPPING sauce for prawn crackers or spring rolls. This sauce can also be added whilst cooking to fried rice or fried noodles to create a spicy, garlicky flavour. No Monosodium Glutamate, Versatile, Quick and Convenient, Suitable for vegetarians and No hydrogenated fat",
312421,Mai Siam Thai Sweet Chilli Sauce 200ml,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to your directly from Thailand. Since the introduction of the chilli to Thailand in the late 16th century. Chilli sauce has been used extensively in Thai cuisine to impart sweet, hot yet gentle flavour. Mai Siam Sweet Chilli Sauce can be used as a DIPPING SAUCE with prawn crackers and spring rolls. The sauce can also be used as a GLAZE by pouring over meat and returning it to a hot oven to caramelise. Mai Siam Sweet Chilli Sauce can also be DRIZZLED over noodles and fried rice to add extra flavour. ",
312363,Mai Siam Thai Tom Yum Paste (medium) 220g,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Soups are fundamental or any Thai meal, and tom Yum is recognised internationally. This popular flavour originates from the Central region of Thailand and literally means 'boiled salad'. The chilli makes it quite hot however Mai Siam Tom yum paste remains delightfully fragrant. Simply serve with your choice of meat, seafood or vegetables.",
320705,Mai Siam Thai Yellow Curry Paste (medium) 1kg,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Thai Yellow curry originates from the Southern region of Thailand, influenced by the melting pot of spices of the Far East and India. Mai Siam Yellow Curry Paste or 'KAeng KAri' in thai creates a very mild aromatic curry which is great with any meat and vegetables.",
361725,Mai Siam Thai Yellow Curry Paste (medium) 220g,"The 'Mai Siam' or 'Siamese Silk' range of sauces and pastes comes to you directly from Thailand. Thai Yellow curry originates from the Southern region of Thailand, influenced by the melting pot of spices of the Far East and India. Mai Siam Yellow Curry Paste or 'KAeng KAri' in thai creates a very mild aromatic curry which is great with any meat and vegetables.",
078626,Instant Noodles Chicken Flavour 55g,,
377945,Instant Noodles Green Curry Flavour 55g,,
288726,Instant Noodles Moo Nam Tok Flavour 55g,,
202630,Instant Noodles Pa-Lo Duck Flavour 55g,,
078618,Instant Noodles Pork Flavour 60g,,
106971,Instant Noodles Shrimp Creamy Tom Yum Flavour 55g,,
078600,Instant Noodles Tom Yum Shrimp Flavour 60g,,
082511,Instant Soup Rice Vermicelli 55g,,
373373,Achuete/Annato Powder 10g,"Extracted from the powdery coating 0f annatto seeds, annatto powder imparts a mildy sweet, nutty flavour and an appetizing colour ranging from yellow-orange to red-orange to a variety of dishes.",
284877,Adobo Savoury Sauce Mix 50g,This garlicky concoction of spices serves as a perfect base for authentic Filipino Adobo.,
330035,Barbecue Marinade 680ml,,
224154,Menudo/ Afritada Mix Meat Stew Mix 30g,"The goodness of tomatoes, garlic and onions serve as a base for both Menudo and Afritada.",
224162,Palabok Oriental Gravy Mix 57g,"So varied are the ways to prepare noodles, but the idea of smothering noodles with a sauce heavy with the aroma of seafood and garlic make our Palabok an altogether different gastonomic adventure.",
224147,Shopsuey/Pancit Canton Stir Fry Mix 40g,A powdered preperation that imparts that distinct orental flavour to a variety of stir-fried dishes.,
282939,Sinigana Sa Sampalok Tamarind Seasoning Mix 50g,"Naturally tart, green tamarind fruit makes our sinigang a truly refreshing treat.",
224170,Stew Base Mix (Kare-Kare) 50g,"Basically Kare-Kare minus the peanuts, giving the flexibility of adding the desired amount of peanuts or peanut butter.",
288209,Tocino Marinating Mix Preparation De Marinade 75g,"To enjoy the sweet, sticky goodness of authentic Tocino, simply follow the the given recipe",
395848,Cruncheez BBQ Flavoured Snacks 120g,"Tasty and delightful. Once you start to crunch Cruncheez corn snacks, you'll never want to stop. It is a whole new world of taste experience in a variety of exciting flavours. Enjoy Cruncheez corn snacks at home or outdoors. Spoil yourself enjoying it all alone, or better still share it with your buddies",
395871,Cruncheez Chilli Cheese Flavoured Snacks 120g,"Tasty and delightful. Once you start to crunch Cruncheez corn snacks, you'll never want to stop. It is a whole new world of taste experience in a variety of exciting flavours. Enjoy Cruncheez corn snacks at home or outdoors. Spoil yourself enjoying it all alone, or better still share it with your buddies",
395863,Monster Noodle Snack BBQ Flavour 250g,,
395855,Monster Noodle Snack Chicken Flavour 250g,,
344408,All Purpose Sauce 330g,,
344416,All Purpose Sauce Hot and Spicy 330g,,
120964,Uncooked Shrimp Chips 500g,"Made from high quality fresh shrimp no artificial colouring added - delicious and crispy, these shrimp chips are an ideal snack for adults and children alike, for better taste take with chilli or tomato sauce",
301606,Fried Shrimp Chips 100g,,
206631,Marca Pina Soy Sauce 750ml,,
082933,Extra Life Kitchen Gloves Large,"Contents: 6 pairs. Triple layered to last longer, Roll-top cuffs that stay up and Cotton-lined to be extra comfy",
023986,Extra Life Kitchen Gloves Medium,"Contents: 6 pairs. Triple layered to last longer, Roll-top cuffs that stay up and Cotton-lined to be extra comfy",
082925,Extra Life Kitchen Gloves Small,"Contents: 6 pairs. Triple layered to last longer, Roll-top cuffs that stay up and Cotton-lined to be extra comfy",
057513,Maruhon Pure Sesame Seed Oil 162.8ml,,
107433,Maruhon Pure Sesame Seed Oil 488ml,"Maruhon Pure Sesame Oil - This is a deliciously satisfying extra-pure sesame oil made from selected white sesame seeds. Use it for tempura, fried dishes, chinese cuisine and recipes requiring pure vegetable oil",
056267,Marukan Genuine Brewed Rice Vinegar 355ml,"Sodium Free, Sugar Free, all natural. Marukan Genuine Brewed Rice Vinegar is made naturally from select California grown rice. Use in vegetable soups, garden salads and slaws, stew and chile, cold pasta salads. May be used in place of salt to boost the flavour of meats and vegetables. Use in any recipe that calls for white wine or cider vinegar to experience the 'Marukan Difference'. ",
060525,Marukan Seasoned Gourmet Lite Rice Vinegar 355ml,"Low Sodium and Sugar, all natural. Marukan Rice Vinegar is brewed with selected rice by our traditional method achieved from our experience of over three centuries. Suggested uses: as a dipping sauce, coleslaw, and as a marinade for meat, chicken, fish, vegetables. Marukan Seasoned Gourmet Rice Vinegar Low Sodium and Sugar Dressing contains 350mg of sodium per serving, compared to 530mg in our Marukan Seasoned Gourmet Rice Vinegar",
056515,Marukan Seasoned Gourmet Rice Vinegar 355ml,"Sweet and Tangy Flavour, all natural, no MSG. Marukan Seasoned Gourmet Rice Vinegar is our versatile signature product for use in Sushi, Chinese Chicken Salad, Stir-fry, Sweet and Sour Marinades. Its milder taste brings out all the flavours of your favourite dishes, while its tangy freshness delights your senses. Marukan Rice Vinegar is brewed slowly and naturally, using traditional methods developed by over three centuries of experience to create a delicate aroma, rich flavour, and mild taste.",
397737,Dorayaki 300g,,
397703,"Japanese Confectionery with  Red Beans, Matcha (Green Tea) Flavour Maccha Funwariyaki 280g", ,
344135,Meisaku  250g,,
385229,Master Black Bean Crisp Chilli Oil 210g,,
384891,Master Crisp Chilli Oil with Peanut 210g,,
384909,Master Crisp Chilli Oil with Sesame 210g,,
385179,Master Fried Garlic in Soybean Oil 210g,,
385161,Master Fried Onion in Soybean Oil 210g,,
385195,Master Fried Soy Protein with Sesame - Vegetarian 210g,,
385153,Master Fried Soy Protein with Sesame 210g,,
385211,Master Sauce for Spicy Hot Pot 220g,,
389619,Master Sauce Preserved Bamboo Shoots 340g,,
119313,Maysan concentrate curry sauce paste - Extra Hot 448g,"The story of Maysan - Our family business was established in 1962 and has been making authentic oritenal pastes and pwders to our own secret recipe. Our first range was taken from our restaurant's kitchen and produced due to a strong demand from our loyal customers who wanted to make it at home. Try our other great flavours, Original, Mild, Malaysian and Gravy. Directions: Whisk 85g (3oz) of curry paste into 568ml (1 pint) of cold water, stirring constatly, bring to the boil and serve.",
275305,Maysan concentrate curry sauce paste - Malaysian 448g,"The story of Maysan - Our family business was established in 1962 and has been making authentic oritenal pastes and pwders to our own secret recipe. Our first range was taken from our restaurant's kitchen and produced due to a strong demand from our loyal customers who wanted to make it at home. Try our other great flavours, Original, Mild, Extra Hot and Gravy. Directions: Whisk 85g (3oz) of curry paste into 568ml (1 pint) of cold water, stirring constatly, bring to the boil and serve.",
280966,Maysan concentrate curry sauce paste - Mild 448g,"The story of Maysan - Our family business was established in 1962 and has been making authentic oritenal pastes and pwders to our own secret recipe. Our first range was taken from our restaurant's kitchen and produced due to a strong demand from our loyal customers who wanted to make it at home. Try our other great flavours, Original, Extra Hot, Malaysian and Gravy. Directions: Whisk 85g (3oz) of curry paste into 568ml (1 pint) of cold water, stirring constatly, bring to the boil and serve.",
119339,Maysan concentrate curry sauce paste - Original 448g,"The story of Maysan - Our family business was established in 1962 and has been making authentic oritenal pastes and pwders to our own secret recipe. Our first range was taken from our restaurant's kitchen and produced due to a strong demand from our loyal customers who wanted to make it at home. Try our other great flavours, Mild, Extra Hot, Malaysian and Gravy. Directions: Whisk 85g (3oz) of curry paste into 568ml (1 pint) of cold water, stirring constatly, bring to the boil and serve.",
363903,Red Pepper Ground 26g,Can be added to meat vegetables and soup,
057849,Salad Dressing (Chuka Dressing) 150ml,,
364851,Salad Dressing (Wafu Yuzu No Ka Dressing) 150ml,,
003301,Mee Chun Champion Ground Bean Sauce 450g,,
000695,Mee Chun Champion Hoisin Sauce 450g,,
00538,Mee Chun Chu Hou Sauce 450g,Best for marinating meat for all purposes,
010405,Mee Chun Ginger Nuts in Heavy Syrup 500g,,
001750,Mee Chun Hoi Sin Sauce 2.25kg,,
001172,Mee Chun Lemon Sauce 450g,,
326579,Mee Chun Pickled Ginger 450g,"Ready to eat, also serves as appetizer",
006528,Mee Chun Pickled Shallot 475g,"Ready to eat, also serves as appetizer",
005017,Mee Chun Plum Sauce 450g,"Serve best with barbecue duck, pork and spare ribs",
006601,Mee Chun Preserved Plum in Brine 500g,Serve best with steaming fish and spare rib ,
263640,Mee Chun Salted Black Bean 500g,,
000703,Mee Chun Sesame Sauce 350g,"Serve best with salad, noodles and barbecue satay",
009787,Mee Chun White Vinegar 500ml,,
247627,Sardines in Tomato Sauce 155g,Oily fish is a rich source of Omega 3 un-saturated fatty acids. The Food Standards Agency recommends eating two portion of oily fish a week,
247635,Sardines in Tomato Sauce with Chilli 155g,Oily fish is a rich source of Omega 3 un-saturated fatty acids. The Food Standards Agency recommends eating two portion of oily fish a week,
407734,Chinese Cookies (Hong Yun Su) 200g,Chinese Sugar Cookies. Chinese New Year cookies.,
407726,Chinese Cookies (Xiao Kou Zao) 200g,Chinese Sesame Cookies. Chinese New Year cookies.,
407718,Chinese Cookies (Yuan Bao Jiao) 200g,Chinese Sesame and Coconut Cookies. Chinese New Year cookies.,
380600,Hello Panda Biscuits with Chocolate Flavour Filling 50g,,
380592,Hello Panda Biscuits with Milk Flavoured Filling 50g,,
340638,Hello Panda Biscuits with Strawberry Flavoured Filling 50g,,
245134,Assorted Mooncake 740g,,
085381,Lotus Seed Paste with Double Egg Yolks Mooncake 740g,,
230375,Low Sugar Mooncake (with Egg Yolk) 6x90g,,
210351,Mixed Nuts Mooncake 740g,,
210369,Premium Assorted Mooncake Gift Pack 1.35kg,,
295816,Red Bean Paste with Double Egg Yolks Mooncake 740g,,
295808,White Lotus Seed Paste Mooncake 740g,,
085373,White Lotus Seed Paste with Double Egg Yolks Mooncake 740g,,
320770,Mermaid Table Top Double Foodwarmer,"335x175x65mm Ideal for dinner parties or takeaways, energy saving - uses 2 standard size tea lights (included), keeps food warm without overcooking, the functional design provides efficient heat distribution, new safe efficient single control snuffer, safe to use and no trailing wires, use outside to keep barbecued food hot.",
335414,Instant Noodles Shrimp Flavoured 80g,,
332056,Sesame Brown Rice Wafer 190g,Brown Rice wafer with Sesame Paste,
392753,Ginger Candy 170g,,
049981,Min Hong  Kong Chilli Oil 210g,,
261834,White Sesame Seed (Umami Irigoma Shiro) 45g,,
056523,Mizkan Grain Flavoured Distilled Vinegar 900ml,"Exposure to air after opening may cause suspended matter or deterioration in taste. Any russet-coloured deposit occurs naturally and in no way affects quality. Drinking this vinegar may cause irritation of the throat or stomach. Dilute with water (at least 1:4). If you feel unpleasant, please refrain from drinking",
056531,Mizkan Grain Flavoured Spirit Vinegar 500ml,,
096164,Mizkan Honteri Mirin (Sweet Cooking Seasoning) 355ml,"Great in Teriyaki, Sukiyaki and meat or seafood marinades",
096792,Mizkan Honteri Mirin (Sweet Cooking Seasoning) 710ml,"Great in Teriyaki, Sukiyaki and meat or seafood marinades",
080085,Mizkan Powdered Sushi Mix 72g,,
083683,Mizkan Rice Vinegar 355ml,,
086512,Mizkan Rice Vinegar 710ml,,
203208,Mizkan Sauce for Gyoza 150ml,,
320473,Mizkan Seasoning for Sushi 250ml,,
086520,Mizkan Sushi Seasoning 355ml,Mizkan Sushi Seasoning is also good as an oil free salad dressing by sprinkling it on fresh salad! ,
086538,Mizkan Sushi Seasoning 710ml,Mizkan Sushi Seasoning is also good as an oil free salad dressing by sprinkling it on fresh salad! ,
381293,Oigatsuo Tsuyunomoto (Concentrated Tsuyu - Soup Base - Bonito Flavour) 1.8L,,
170142,Ponzu (Citrus Seasoned Soy Sauce) 355ml,,
079947,"3"" Teacup","3.0"" (7.5cm) width/diameter, 2.3"" (5.6cm) height",
093427,Kimchi Base Sauce 190g,,
061382,Seasoned Seaweed (Gohan Desuyo) 180g,,
087098,Mong Lee Shang Ground Fried Fish 200g,,
352427,Salted Tiny Shrimp (Bagoong Alamang) 340g,Used in Filipino Cuisine as a savoury accompaniment with fruit or added to stir fry dishes,
333229,Nigari Tofu 325g,,
409987,Silken Tofu Firm 349g,"A blend of wholesome soybeans, water and natural coagulant is poured into each Mori-Nu package. Once hermetically sealed, the rich soymilk is transformed into creamy, silky tofu right inside the box",
413179,Silken Tofu Soft 340g,"A blend of wholesome soybeans, water and natural coagulant is poured into each Mori-Nu package. Once hermetically sealed, the rich soymilk is transformed into creamy, silky tofu right inside the box",
323634,Mount Elephant Longan in Syrup 565g,,
003343,Mount Elephant Lychees in Syrup 567g,,
001131,Mount Elephant Pineapple Pieces 850g,,
040485,Mount Elephant Pineapple Slices in Light Syrup 3.005kg,,
003335,Mount Elephant Pineapple Slices in Light Syrup 425g,,
003055,Mount Elephant Water Chesnuts Slice in Water 2.95kg,,
325548,Curiosity of Dashan Dried Black Fungus 80g,,
325563,Curiosity of Dashan Dried White-Black Fungus 80g,,
311282,Curiosity of Dashan Sliced Mushroom 100g,,
325530,Dried Black Fungus 1kg,,
322024,Dried Chrysanthemum 50g,Dried Chrysanthemum,
322032,Dried Dang Gui (Angelica) 150g,Dried Angelica Sinesis can be used in the making of soup,
322057,Dried Honeysuckle 80g,"Wash before use, dip in hot water and drink.",
322230,Dried Liquorice Flake 100g,Can be used in the cooking of soup.,
322040,Dried Longan 100g,Can be used for cooking soup.,
322362,Dried Lotus Nut 100g,,
322198,Dried Radix Cordonapris 100g,Dried vegetable which can be used for making soup,
322008,Dried Seaweed Da Shan 50g,Join Dashan Enjoy Nature,
322206,Dried Seaweed Flake 100g,Join Dashan Enjoy Nature,
322107,Dried Seaweed Slices 100g,Join Dashan Enjoy Nature,
321992,Dried Sha Seng 100g,,
322172,Dried Solomon's Seal 150g,,
311241,Shiitake Mushroom (TGO) 4-6 CM 1kg,,
311266,White Flower Mushroom 1kg,,
330902,Korean Hot Pepper Paste 500g,,
209890,Roasted Seaweed Sushinori  - gold 19.6g,,
171678,Roasted Seaweed Sushinori - blue 28g,,
171801,Roasted Seaweed Sushinori - green 28g,,
171694,Roasted Seaweed Sushinori - red 28g,,
182279,Teriyaki Nori Hot Seasoned Roasted Seaweed 22.7g,,
386375,Nagaraya Cracker Nuts - Hot & Spicy Flavour 160g,"Heat up the fun with  Hot & Spice flavour, and have a ssssizzling great time! It's like having fireworks with your snack or party. Enjoy the CCRRUnnCCH",
110973,Nagatani Otonafurikake Katsuo (Rice Seasoning) 12.5g,"Read to eat, simple sprinkle over the cooked rice",
359695,Black Sesame Paste 480g,,
333195,Nang Fah (Tue Kung) Brand Shrimp Paste 200g,Cook before consumption. ÿFor use in dipping sauce.,
354464,Nang Fah Minced Crab in Spice 160g,Use as a seasoning or condiment.,
354472,Nang Fah Minced Shrimp & Lemongrass 160g,Use as a seasoning or condiment.,
011924,Narcissus Brand Straw Mushrooms (Whole) 425g,,
373761,Narcissus Po-Ku Mushrooms Whole  284g,,
346072,Almonds 750g,,
333724,Bay Leaves 50g,"Natco dried Bay Leaves have a mild sweet taste.  Subtly aromatic, they are used to flavour pilaus, byrianis, meat curries, pasta sauces, casseroles and stews.",
334045,Crushed Chillis     700g,,
334060,Dried Pink Peanuts 400g,,
346098,Garlic Powder 400g,,
346056,Ginger Powder 400g,,
353169,Haldi Turmeric Powder 400g,"Turmeric is a tropical spice of the ginger family.  Colourful and versatile, it is widely used in Asian cuisine.",
350298,Natco Alphonso Mango Slices in Syrup 850g,,
333773,Natco Minced Garlic Paste 190g,"Natco Minced Garlic Paste provides all the flavour and texture of fresh garlic, without the inconvenience of peeling and chopping.",
333781,Natco Minced Ginger Paste 190g,"Natco Minced Ginger Paste provides all the flavour and texture of fresh garlic, without the inconvenience of peeling and chopping.",
334052,Pink Peanuts 1kg,,
338715,Durian Biscuits 180g,Durian flavour biscuits,
153379,Nestle Carnation topping evaoprated milk 410g,"A great versatile topping, Good to remember Great served with fruit to held towards your 5 a day, or with your favourite puddings. Good to know Made using fresh milk, making it a source of calcium. It is a good source of vitamin D.",
307702,Nestle Milo Ready to Drink 240ml,"Milo contains ACTIGEN-E which is a combination of B vitamins and Magnesium to help in the release of energy from Proteins, Fats and Carbohydrates in your food. 500ml of MILO (yielding at least 300 kcal) can be consumed to help meet daily energy requirement.",
048918,Nestle Milo Tin 200g,"Chocolate flavoured malt drink with vitamins and minerals

B1 vitamin for growth and muscle tone, B6 helps the body use protein, B2 for growth and energy release, B12 promotes release of energy

Claims: with all its goodness Milo gives kids energy they need in the classroom and on the field. Together with its special blend of malt, cocoa and milk solids Milo gives them vitamins, iron and calcium just what your winner needs
",
019695,Nestle Milo Tin 400g,"Chocolate flavoured malt drink with vitamins and minerals

B1 vitamin for growth and muscle tone, B6 helps the body use protein, B2 for growth and energy release, B12 promotes release of energy

Claims: with all its goodness Milo gives kids energy they need in the classroom and on the field. Together with its special blend of malt, cocoa and milk solids Milo gives them vitamins, iron and calcium just what your winner needs
",
370544,"Bamboo 12"" Wok Brush",,
396911,Chopsticks Bamboo 42cm ,,
368936,Dried Lotus Leaves 1kg,"Used to add flavour to steamed food, mainly rice ",
377085,Red Envelope 8x12cm,,
377137,Red Envelope 9x16.5cm,,
272765,Green Tea Cakes 227g,The best Green Tea Cake,
004820,Peanut Cake 100g,Peanut Cake,
004812,Pineapple Cake 227g,Pineapple Flavoured Cake Ready to Eat,
346981,Puffed Rice Biscuit 114g,"Snack with Rice Peanut, Sesame and maltose.",
272708,Raisin Sesame Soft Flour Cakes 450g,Taiwan Dessert,
371898,Seaweed Pancake 2x42g,Seaweed Pancake biscuits,
371880,Sesame Pancake 2x42g,Crunchy Sesame Seed biscuits,
371971,Soy Cracker French Cheese Flavour 114g,French cheese flavour soy snacks,
371963,Soy Cracker Korean Kimchi 114g,Kimchi Flavour Soy Crackers,
371989,Soy Cracker Teriyaki Sauce Flavour 114g,Teriyaki Flavour Soy Crackers,
396762,Nicholl Foil Container and Lid,21.5cmx11cm,
323030,Chicken Mushroom Flavour Noodles 250g,,
322982,Handmade Noodle 600g,,
322990,Shanghai Noodle 454g,,
323022,Special Flavour Fried Noodles 260g,,
105858,Premium Grade Rice 1kg,,
308353,Instant Chicken Noodle Cup 74g,,
051748,Instant Crab Noodle Cup 75g,,
308346,Instant Five Spice Beef Noodle Cup 72g,,
022954,Instant Noodle Beef Flavour 100g,,
022947,Instant Noodle Chicken Flavour 100g,,
078584,Instant Noodle Curry Flavour  100g,,
248658,Instant Noodle Duck Flavour  100g,,
096768,Instant Noodle Miso Tonkotsu Flavour  100g,,
016303,Instant Noodle Pork Flavour  100g,,
014852,Instant Noodle Prawn Flavour  100g,,
014845,Instant Noodle Seafood Flavour  100g,,
014837,Instant Noodle Sesame Flavour  100g,,
202275,Instant Noodle Shoyu Tonkotsu Flavour  100g,,
096750,Instant Noodle Spicy Flavour  100g,,
096776,Instant Noodle Tonkotsu Flavour  100g,,
159996,Instant Noodle XO Sauce Seafood Flavour  100g,,
381582,Instant Noodle Yakisoba Flavour  100g,,
041418,Instant Seafood Noodle Cup 75g,,
100750,Instant Spicy Seafood Noodle Cup 73g,,
308791,Instant XO Sauce Seafood Noodle Cup 75g,,
380444,Nissin Soba Chili Flavour - cup 92g,Noodles with Japanese Yakisoba sauce,
380477,Nissin Soba Chili Flavour 111g,Japanese Fried Noodles,
380360,Nissin Soba Classic Flavour - cup 90g,Noodles with Yakisoba sauce,
380485,Nissin Soba Classic Flavour 109g,Japanese Fried Noodles,
393348,Nissin Soba Curry Flavour - cup 88g,Noodles with Yakisoba sauce,
393355,Nissin Soba Curry Flavour 108g,Fried Noodles,
393199,Nissin Soba Teriyaki Flavour - cup 90g,Noodles with Yakisoba sauce,
393330,Nissin Soba Teriyaki Flavour 110g,Fried Noodles,
245423,"""Kang Pa"" Curry Paste 1kg","Directions: Fry 50 grms. Curry paste with cooking oil put sugar, fish-sauce (400grms. Of meat) pour 6 cups of soup leave until its boiled then put some vegetables. Condiment as needed.",
252601,Chilli in Oil  1kg,"Directions Fried Rice (Kao Pad Nam Prig Pao): Mix onion, chicken or peeled prawn with chilli in oil in medium heat until cooked. Add plain rice and spring onion and mix over low heat. Sometimes Chilli in oil is used in thai meat salad, it gives you a little extra spicy taste. It can be a substitute for fresh chilli if you prefer your Thai salad not too spicy. Tips: Use as much or as little as you like, put a little bit first then taste it. You can always add more. No colourings or preservatives.",
250761,Green Curry Paste  1kg,"Directions: Boil meat with dilute coconut milk. Heat 400ml concentrate coconut milk (medium heat) in a pan until oil appears on top. Add 50 grams of green curry paste cook until boiled. Seasons with fish sauce and palm sugar. Add meat stir until cooked. Add crisp eggplant and dilute coconut milk, heat until boiled. Garnish with concentrate coconut milk and fresh basil (serve two). Tips: Red meat, fish balls and chicken work very well for green curry. Crisp eggplant can be substitute with any type of eggplant. Bamboo shoots are also delicious. Basil and coriander roots add extra fragrance but not necessary. All the essentials are already in the paste. Soya milk can be used instead of coconut milk. No colourings and no preservatives.",
